Sr No	StopCode	  StopName	LatLong	Type	Direction	Road Name	Depot	ROUTE 1	ROUTE 2	ROUTE 3	ROUTE 4	ROUTE 5	ROUTE 6	ROUTE 7	ROUTE 8	ROUTE 9	ROUTE 10	ROUTE 11	ROUTE 12	ROUTE 13	ROUTE 14	ROUTE 15	ROUTE 16	ROUTE 17	ROUTE 18	ROUTE 19	ROUTE 20	ROUTE 21	ROUTE 22	ROUTE 23	ROUTE 24	ROUTE 25	ROUTE 26	ROUTE 27	ROUTE 28	ROUTE 29	ROUTE 30
435	16222	Veez Bhavan (*)	18.9218196868896,72.826454162597656	Shelter 	Up	Gen. J. Bhosale Marg 	Backbay	0171	0251	0850	0860	'0921	1210	1340	1380	8021	8081																				
437	16224	Walkeshwar	18.946792602539,72.7961654663086	Shelter 	Up	Walkeshwar Road	Backbay	0410	1,054	1060	1,080	0420	0570	0801	1030	0670																					
438	16225	Walkeshwar 	18.94673538208,72.796318054199219	Shelter 	Up	Walkeshwar Road	Backbay	1,010	1030	1054	1,060	0410	0420	0570	0670	0801	1,080																				
440	16227	Wankhede Stadium	18.9387435913085,72.824333190917969	Shelter 	Dn	N.S.Road	Backbay	1,230	1080																												
441	16228	White House	18.95047,72.801712	Shelter 	Dn	Walkeshwar Road	Backbay	1,060	1080	1030																											
443	16230	White House	18.95047,72.801712	Best Pole	Up	Walkeshwar Road	Backbay	1,054	1010	1080	0410	0420	0570	0670	1030	1,060																					
444	16231	Wilson College	18.955866,72.81102	Shelter 	Dn	P.Ramabai Rd	Backbay	1,060	1080	1230																											
445	16232	Wilson College	18.9561786651611,72.811210632324219	Shelter 	Dn	P.Ramabai Rd	Backbay	1030																													
446	16233	Wilson College	18.955825805664,72.8110580444336	Shelter 	Up	P.Ramabai Rd	Backbay	1030	1060	1080																											
447	16234	Wilson College	18.955866,72.81102	Shelter 	Up	P.Ramabai Rd	Backbay	0410	0420	1054	0670	1230	1,010	0640																							
449	16236	World Trade Centre	18.9149913787841,72.81866455078125	Shelter 	Up	Sadhu T.L.Waswani Marg	Backbay	0017	'0138																												
450	16237	World Trade Centre	18.9149360656738,72.818290710449219	Shelter 	Up	Sadhu T.L.Waswani Marg	Backbay	8081	1210	1340	1380																										
451	16238	World Trade Centre	18.9150772094726,72.818191528320312	Shelter 	Up	Sadhu T.L.Waswani Marg	Backbay	0850	0860	'0921																											
456	16243	Y.B.Chavan Center	18.9236507415771,72.827323913574219	Shelter 	Up	Gen. J. Bhosale Marg 	Backbay	0171	0251	0850	0860	1210	1340	1380	8021	8081																					
460	03001	A.H. Ansari Chowk	18.9710998535156,72.8315200805664	Shelter 	DN	Mirza Galib Road	Central	650	690																												
462	03003	A.H. Ansari Chowk	18.9707584381103,72.8314208984375	Shelter 	UP	Mirza Galib Road	Central	620	630	640	650	670	680	690	1260	1,650																					
467	03008	A.H. Ansari Chowk / New Nagpada/I.M.Chk	18.970737,72.831413	Shelter 	UP	Balwantsingh Dhody marg	Central	30	101	480	500	1260	1,640																								
474	03015	Agripada police Station	18.9775314331054,72.824142456054688	Shelter 	UP	Anandrao Nair Marg	Central	301	610	660	700	740	760	820	1560	4141																					
477	03018	Air Condition Market	18.9733085632324,72.814453125	Shelter 	UP	Madan Mohan Malviya Road	Central	620	630	850	871	890	911	1,240	1250	1,334	1,554	1660	3,050	3,510	3570	5,211	5,927	97	758												
